format_name,target,eps_floor,eps_T0_monic,eps_T1_gen,K_T1_gen_hex,gap_to_floor,lut_entries_for_floor
FP4 E2M1,rsqrt,0.2928932188134524,0.2928932188134524,0.41421356237309515,0x3,0.12132034355964272,4
FP6 E2M3,rsqrt,0.09861218113400272,0.32582521472477644,0.2671225375275891,0x0d,0.16851035639358636,16
FP6 E3M2,rsqrt,0.08253175473054819,0.1339745962155614,0.1180339887498949,0x13,0.03550223401934671,24
FP8 E4M3,rsqrt,0.052341140030170985,0.06458565330651467,0.052341140030170985,0x43,0.0,112
FP8 E5M2,rsqrt,0.08253175473054819,0.1339745962155614,0.1180339887498949,0x43,0.03550223401934671,120
